BABAM2,Receptor tyrosine kinase
DAB2IP,Receptor tyrosine kinase
NLRP10,Receptor tyrosine kinase
CASP7,Receptor tyrosine kinase
HSD17B4,Toll-like receptor
CASP7,Toll-like receptor
IL1B,JAK/STAT
TRAF5,JAK/STAT
PTPN13,Receptor tyrosine kinase
NR3C1,Innate immune pathways
TNIK,Innate immune pathways
TRPA1,Receptor tyrosine kinase
SPI1,Receptor tyrosine kinase
HDAC7,JAK/STAT
SSRP1,Toll-like receptor
BID,Receptor tyrosine kinase
HDAC7,Receptor tyrosine kinase
IL1R2,Receptor tyrosine kinase
UMOD,Toll-like receptor
CCNE1,Receptor tyrosine kinase
EXOC4,Receptor tyrosine kinase
CASP5,Innate immune pathways
EXOC4,Innate immune pathways
EXOC3,Innate immune pathways
CASP4,Innate immune pathways
XAF1,Toll-like receptor
NUMBL,Innate immune pathways
CCDC50,Innate immune pathways
TNIP1,Innate immune pathways
SMARCA4,Innate immune pathways
YWHAB,Innate immune pathways
RALA,Toll-like receptor
EXOC2,Toll-like receptor
SUPT5H,T-cell receptor
MASP2,T-cell receptor
C1S,T-cell receptor
C3,T-cell receptor
MASP1,T-cell receptor
HOPX,T-cell receptor
TFDP1,T-cell receptor
CCNE1,JAK/STAT
ERAP1,JAK/STAT
NUCB2,JAK/STAT
SUPT5H,Toll-like receptor
TRRAP,Receptor tyrosine kinase
KAT5,Receptor tyrosine kinase
BRD8,Receptor tyrosine kinase
ING3,Receptor tyrosine kinase
KLK1,Receptor tyrosine kinase
YEATS4,Receptor tyrosine kinase
EP400,Innate immune pathways
RUVBL1,Innate immune pathways
ACTL6A,Innate immune pathways
YEATS4,Innate immune pathways
MORF4L1,Innate immune pathways
RUVBL2,Receptor tyrosine kinase
MORF4L1,Toll-like receptor
RUVBL1,Toll-like receptor
SIN3A,Toll-like receptor
SRCAP,Toll-like receptor
KAT5,Toll-like receptor
OPTN,Toll-like receptor
ING3,Toll-like receptor
C3,Toll-like receptor
DMAP1,Innate immune pathways
MORF4L1,Receptor tyrosine kinase
SH3KBP1,Receptor tyrosine kinase
SH3KBP1,Innate immune pathways
ING3,Innate immune pathways
E2F6,Innate immune pathways
ERAP1,Receptor tyrosine kinase
E2F6,Receptor tyrosine kinase
NUCB2,Receptor tyrosine kinase
CCM2,Receptor tyrosine kinase
MAP2K5,Receptor tyrosine kinase
MXD1,Innate immune pathways
YWHAQ,Receptor tyrosine kinase
UBE2D3,Innate immune pathways
UBE2L3,Innate immune pathways
UBE2D2,Innate immune pathways
TNFSF13,JAK/STAT
LTBR,JAK/STAT
TNFSF14,JAK/STAT
TNFRSF17,JAK/STAT
UBE2L3,JAK/STAT
UBE2E1,JAK/STAT
KPNB1,JAK/STAT
HSPA4,JAK/STAT
UBE2E1,Receptor tyrosine kinase
PTBP1,Innate immune pathways
AKNA,Innate immune pathways
NFATC1,Receptor tyrosine kinase
EGR1,Receptor tyrosine kinase
NFATC2,T-cell receptor
EGR3,T-cell receptor
TMEM173,Innate immune pathways
SIAH2,Innate immune pathways
SIAH1,Innate immune pathways
SEC61B,Innate immune pathways
NFE2,Innate immune pathways
FBXO7,Innate immune pathways
KEAP1,Hedgehog
FBXO31,Hedgehog
FBXO4,Hedgehog
FBXO7,Hedgehog
FBXO25,Hedgehog
FBXW2,Hedgehog
SMAD7,Hedgehog
SMAD6,JAK/STAT
AXL,JAK/STAT
TNS2,Receptor tyrosine kinase
APP,Notch
ILK,Notch
CDH1,Notch
APAF1,Receptor tyrosine kinase
MLANA,Notch
PPP1CA,TGF
KEAP1,TGF
SKP2,TGF
TRIM21,TGF
CAND1,Notch
SKP2,Notch
SKP1,Notch
PSMD1,Hedgehog
BGN,Hedgehog
SKP2,Innate immune pathways
BRD7,Receptor tyrosine kinase
BRD7,Innate immune pathways
STARD13,Innate immune pathways
HIST1H4A,Innate immune pathways
ITPR1,Innate immune pathways
STARD13,JAK/STAT
F2RL1,Innate immune pathways
N4BP1,Innate immune pathways
TYRO3,Hedgehog
COPS3,Hedgehog
NOP10,Hedgehog
SNCA,Toll-like receptor
SIAH1,Toll-like receptor
SNCAIP,Innate immune pathways
HERC3,Receptor tyrosine kinase
CLEC7A,Receptor tyrosine kinase
HERC3,Hedgehog
HERC6,Hedgehog
PER1,Hedgehog
SNCAIP,Hedgehog
FBXW11,Hedgehog
REST,Hedgehog
BTRC,Hedgehog
TP63,Hedgehog
RNF7,Hedgehog
RPS6KB1,Receptor tyrosine kinase
TP63,Receptor tyrosine kinase
GLI3,Hedgehog
CSNK1G2,Hedgehog
BTRC,Receptor tyrosine kinase
HNRNPU,Hedgehog
BABAM1,Toll-like receptor
BABAM2,Toll-like receptor
HNRNPU,Toll-like receptor
ZC3HC1,Innate immune pathways
SFTPD,Innate immune pathways
KRT8,Innate immune pathways
ASB3,Innate immune pathways
CENPE,Innate immune pathways
HNRNPU,Innate immune pathways
BABAM2,Innate immune pathways
UBB,Innate immune pathways
ELOC,Innate immune pathways
CARD10,JAK/STAT
PSMD11,JAK/STAT
FKBP8,Innate immune pathways
TNFRSF10B,Receptor tyrosine kinase
BBC3,Receptor tyrosine kinase
TNFRSF10B,T-cell receptor
EPOR,JAK/STAT
RNF135,Toll-like receptor
MAPKAP1,Toll-like receptor
UBE2V2,Innate immune pathways
CLEC7A,Innate immune pathways
PRR5,Innate immune pathways
PRR5,Receptor tyrosine kinase
PRR5L,Receptor tyrosine kinase
ZNF24,Receptor tyrosine kinase
DHRS7,Receptor tyrosine kinase
CCNG2,Receptor tyrosine kinase
BCL10,Receptor tyrosine kinase
FBXW8,Receptor tyrosine kinase
AKT1S1,Receptor tyrosine kinase
CUL7,Receptor tyrosine kinase
FKBP8,JAK/STAT
SKP1,JAK/STAT
CDK2,Hedgehog
CCNA2,Hedgehog
PRMT5,Hedgehog
FBXO6,JAK/STAT
CDKN1B,Hedgehog
FBXO6,Hedgehog
CDC25A,Hedgehog
FBXO44,Hedgehog
FBXO27,Hedgehog
SKP1,Toll-like receptor
NEDD8,Toll-like receptor
RRAGB,Receptor tyrosine kinase
FBXO27,Receptor tyrosine kinase
RRAGA,Receptor tyrosine kinase
MYCBP2,Receptor tyrosine kinase
UBE2L3,Receptor tyrosine kinase
UBE2D3,Receptor tyrosine kinase
RB1CC1,JAK/STAT
RB1CC1,Receptor tyrosine kinase
YWHAZ,Receptor tyrosine kinase
ACVRL1,Receptor tyrosine kinase
CLIP1,Receptor tyrosine kinase
TGFBRAP1,Receptor tyrosine kinase
GPHN,Receptor tyrosine kinase
FKBP1A,Receptor tyrosine kinase
PRKAR1A,Receptor tyrosine kinase
PRLR,JAK/STAT
TGFB3,Receptor tyrosine kinase
PPP1R15A,TGF
MAP3K20,Receptor tyrosine kinase
POLDIP3,Receptor tyrosine kinase
IGBP1,Notch
PPP2CA,Notch
PPP2CB,Notch
PPP4C,Notch
TELO2,Notch
TELO2,Receptor tyrosine kinase
EIF3B,Toll-like receptor
EIF3B,Receptor tyrosine kinase
FTH1,Receptor tyrosine kinase
PREX1,Innate immune pathways
EEF2,Innate immune pathways
RAB11FIP5,Innate immune pathways
RASA1,Receptor tyrosine kinase
RASSF7,Receptor tyrosine kinase
EIF3F,Receptor tyrosine kinase
HBA1,Receptor tyrosine kinase
RHEBL1,Receptor tyrosine kinase
CDKN1B,Receptor tyrosine kinase
CD63,Toll-like receptor
PREX2,Toll-like receptor
MNAT1,Toll-like receptor
NEK1,Toll-like receptor
ACTA2,Receptor tyrosine kinase
NEK1,Receptor tyrosine kinase
TP53BP1,Receptor tyrosine kinase
YWHAH,Receptor tyrosine kinase
BEX3,Receptor tyrosine kinase
TBC1D7,Receptor tyrosine kinase
YWHAE,Receptor tyrosine kinase
YWHAG,Receptor tyrosine kinase
CUL4A,Receptor tyrosine kinase
BNIP3L,Receptor tyrosine kinase
BRAF,Receptor tyrosine kinase
PTX3,Receptor tyrosine kinase
EIF3D,Receptor tyrosine kinase
EIF3E,Receptor tyrosine kinase
CDC42EP1,Receptor tyrosine kinase
PCBP2,Receptor tyrosine kinase
EIF3D,JAK/STAT
DUSP26,Receptor tyrosine kinase
KCNH2,Receptor tyrosine kinase
KCNH2,Innate immune pathways
PSMC1,Innate immune pathways
DUSP26,Innate immune pathways
MAPKAP1,Innate immune pathways
EPAS1,Innate immune pathways
PPP3CA,Receptor tyrosine kinase
EGLN3,Receptor tyrosine kinase
BCL2L1,JAK/STAT
PELI3,Receptor tyrosine kinase
MAPKAPK5,Receptor tyrosine kinase
EIF4ENIF1,Receptor tyrosine kinase
EIF4A1,Receptor tyrosine kinase
ENG,Receptor tyrosine kinase
SMAD4,Notch
SP1,Notch
BMP2,TGF
NBN,TGF
MRE11,TGF
AP1B1,TGF
RAD17,TGF
E4F1,TGF
BRCA1,TGF
RASSF1,TGF
SMAD4,TGF
EIF3D,TGF
PLD2,Innate immune pathways
INHBA,TGF
MERTK,TGF
TRIB3,TGF
LILRB2,TGF
LILRB1,TGF
RBBP8,TGF
PRKCSH,TGF
CHEK2,TGF
BMPR2,TGF
ACVR2B,TGF
GDF5,TGF
ADAP1,TGF
PRKD1,TGF
BMPR1A,TGF
AP3B1,TGF
LIG4,TGF
ESPL1,TGF
YWHAZ,TGF
EIF4G2,Receptor tyrosine kinase
GAS6,Receptor tyrosine kinase
AXL,Toll-like receptor
HABP4,Innate immune pathways
ACVRL1,Innate immune pathways
TCL1A,Toll-like receptor
ACVRL1,TGF
PARD6B,Receptor tyrosine kinase
PARD6G,TGF
PARD6B,JAK/STAT
CYTIP,JAK/STAT
TCL1A,TGF
CYTH1,TGF
FCN2,TGF
BTBD10,TGF
PRKCI,TGF
PHLPP1,TGF
PHLPP2,TGF
PLEKHO1,Toll-like receptor
PARD6G,Toll-like receptor
PHLPP2,Toll-like receptor
C1QBP,Hedgehog
SH3RF1,Receptor tyrosine kinase
DEFA1,Receptor tyrosine kinase
DEFB1,Receptor tyrosine kinase
UBQLN1,Toll-like receptor
GIPC1,JAK/STAT
DEFB4A,JAK/STAT
PPP1R14A,Receptor tyrosine kinase
WWC1,Hedgehog
PAWR,Receptor tyrosine kinase
IFNA1,JAK/STAT
PPP2CA,JAK/STAT
PRKD1,JAK/STAT
C3,JAK/STAT
PPP1R14A,JAK/STAT
C1QBP,JAK/STAT
ULK1,Receptor tyrosine kinase
C1QBP,Receptor tyrosine kinase
ATG13,Receptor tyrosine kinase
BTBD10,Receptor tyrosine kinase
YWHAH,Hedgehog
CDKN1B,Innate immune pathways
KRT10,Innate immune pathways
NPRL2,Innate immune pathways
BATF,Hedgehog
LRP2,Toll-like receptor
MMP9,Hedgehog
GRB10,Hedgehog
BATF,Innate immune pathways
TYRO3,Toll-like receptor
PAWR,Toll-like receptor
F11R,Innate immune pathways
CDH5,Innate immune pathways
MST1R,Toll-like receptor
SLC22A17,Toll-like receptor
WDR4,Hedgehog
MST1R,Innate immune pathways
BCL3,Hedgehog
SMARCB1,Hedgehog
BMP6,TGF
GAB2,Hedgehog
ERBB2,Hedgehog
SLC22A8,Hedgehog
TRIM21,Receptor tyrosine kinase
MERTK,Receptor tyrosine kinase
CLIP3,Hedgehog
YWHAE,Innate immune pathways
BCL2A1,Receptor tyrosine kinase
NR1H4,Receptor tyrosine kinase
CARHSP1,Receptor tyrosine kinase
CTNND2,Receptor tyrosine kinase
BLVRA,Receptor tyrosine kinase
TIMP1,Receptor tyrosine kinase
CSDC2,Hedgehog
KHSRP,Hedgehog
AFP,Hedgehog
MTREX,Hedgehog
PARN,Hedgehog
CARHSP1,Hedgehog
YWHAG,Hedgehog
ZFP36L1,Innate immune pathways
RAB27A,Receptor tyrosine kinase
IGFBP1,Hedgehog
YWHAZ,Hedgehog
HTT,Hedgehog
SP1,Hedgehog
PFKFB3,Hedgehog
PGLYRP1,JAK/STAT
PGLYRP3,JAK/STAT
CCL2,Innate immune pathways
CD300LB,T-cell receptor
ILF3,T-cell receptor
CCL8,Innate immune pathways
XRCC5,Innate immune pathways
XRCC6,Innate immune pathways
ILF3,JAK/STAT
DYNC1H1,JAK/STAT
ELP1,JAK/STAT
USP9X,JAK/STAT
CDKN1B,T-cell receptor
PKM,Innate immune pathways
PSMC5,Innate immune pathways
PSMB5,Innate immune pathways
ELP1,Innate immune pathways
MYLK2,Innate immune pathways
DNAJB11,JAK/STAT
BMX,JAK/STAT
ELP2,JAK/STAT
EIF1,JAK/STAT
CD69,JAK/STAT
CRP,Toll-like receptor
ELP1,Toll-like receptor
BAG6,Toll-like receptor
IL6ST,JAK/STAT
CCT5,JAK/STAT
NDUFB9,JAK/STAT
NIPSNAP3A,JAK/STAT
TAC3,JAK/STAT
PLP2,Toll-like receptor
TXNDC9,Toll-like receptor
SMARCA2,Toll-like receptor
SMARCE1,Toll-like receptor
SDHAF2,Toll-like receptor
CDKN2B,Toll-like receptor
TTR,Toll-like receptor
MAN2A2,Toll-like receptor
CSTF2,Toll-like receptor
PGLYRP4,Toll-like receptor
ELAVL1,Toll-like receptor
ANP32A,Toll-like receptor
GZMA,Toll-like receptor
TFR2,Toll-like receptor
A2M,Toll-like receptor
HFE,Toll-like receptor
PPBP,Innate immune pathways
TF,Toll-like receptor
CXCL1,Innate immune pathways
A2M,Innate immune pathways
SERPINC1,Innate immune pathways
CXCL5,Innate immune pathways
CCR5,Innate immune pathways
MMP2,Toll-like receptor
CCR1,Innate immune pathways
VCAN,Innate immune pathways
PF4,Innate immune pathways
CCR3,Innate immune pathways
ACKR2,Innate immune pathways
SPARC,Innate immune pathways
HTT,JAK/STAT
CXCL10,Toll-like receptor
ACKR2,Toll-like receptor
IL12A,JAK/STAT
SP1,Toll-like receptor
IL23A,JAK/STAT
EBI3,Toll-like receptor
XRCC6,Toll-like receptor
IL23R,JAK/STAT
NDUFA9,JAK/STAT
APEX1,JAK/STAT
ACKR2,JAK/STAT
PDGFA,Receptor tyrosine kinase
SPARC,Receptor tyrosine kinase
DNMT1,JAK/STAT
CASP6,Innate immune pathways
CXCL6,Innate immune pathways
STAB1,Receptor tyrosine kinase
VTN,Receptor tyrosine kinase
TNKS,Toll-like receptor
GZMB,Toll-like receptor
VWF,Receptor tyrosine kinase
FGA,Receptor tyrosine kinase
IKZF1,Receptor tyrosine kinase
SNCB,Receptor tyrosine kinase
BCL2L11,Toll-like receptor
GZMH,Receptor tyrosine kinase
GZMK,Receptor tyrosine kinase
GZMM,Receptor tyrosine kinase
GZMM,Toll-like receptor
MKNK2,Receptor tyrosine kinase
S100A12,Receptor tyrosine kinase
RPS6KA4,Receptor tyrosine kinase
S100A9,Receptor tyrosine kinase
SET,Innate immune pathways
GZMM,Innate immune pathways
MAP2K2,Toll-like receptor
MBD1,Receptor tyrosine kinase
PTPN13,JAK/STAT
NF1,Receptor tyrosine kinase
COPS2,Receptor tyrosine kinase
C1QBP,Toll-like receptor
IRF8,T-cell receptor
ADAM17,Toll-like receptor
KRT8,Receptor tyrosine kinase
RSAD2,Receptor tyrosine kinase
ZBTB16,Receptor tyrosine kinase
CDR2,JAK/STAT
IRF4,JAK/STAT
CELSR3,Receptor tyrosine kinase
DUSP4,Receptor tyrosine kinase
PSMB10,Toll-like receptor
PLK1,Toll-like receptor
TRIM28,Toll-like receptor
TNFSF10,Toll-like receptor
CD38,Innate immune pathways
IL27,JAK/STAT
FOXA1,Toll-like receptor
CEBPB,Toll-like receptor
IFI6,Toll-like receptor
A2M,JAK/STAT
TANK,Innate immune pathways
IL1A,JAK/STAT
NDN,JAK/STAT
MSX1,Toll-like receptor
MYH9,JAK/STAT
JDP2,Receptor tyrosine kinase
IRF2BP1,Receptor tyrosine kinase
CIITA,Innate immune pathways
COL1A2,Innate immune pathways
ERAP2,Innate immune pathways
IRF2,Innate immune pathways
GATA4,Innate immune pathways
COL1A2,JAK/STAT
CD200,JAK/STAT
FOSL1,JAK/STAT
MMP1,JAK/STAT
CIR1,JAK/STAT
RAB4B,Toll-like receptor
RBM39,Toll-like receptor
MYB,Innate immune pathways
ERLIN1,Toll-like receptor
TNFRSF10A,Toll-like receptor
CD300LB,Innate immune pathways
PMAIP1,Innate immune pathways
TKFC,Innate immune pathways
IL3RA,JAK/STAT
ZNF143,JAK/STAT
PMAIP1,Toll-like receptor
RBCK1,JAK/STAT
PML,Toll-like receptor
IL5,JAK/STAT
CCND2,JAK/STAT
CHD8,Innate immune pathways
ZNF143,Innate immune pathways
BRF2,Innate immune pathways
POLR3G,JAK/STAT
XPO1,JAK/STAT
CD68,Toll-like receptor
CHD8,Toll-like receptor
CHD8,JAK/STAT
CD68,JAK/STAT
SNRPA,JAK/STAT
MS4A1,Receptor tyrosine kinase
FKBP4,Receptor tyrosine kinase
CIITA,Receptor tyrosine kinase
FCER2,Receptor tyrosine kinase
FCER2,JAK/STAT
CDK6,JAK/STAT
ELL2,JAK/STAT
SQLE,JAK/STAT
SUB1,Receptor tyrosine kinase
MS4A1,JAK/STAT
HSD17B2,Toll-like receptor
HAL,Toll-like receptor
CYB5A,Toll-like receptor
VTN,Toll-like receptor
HNF4A,Toll-like receptor
HNF1A,Toll-like receptor
ZBED3,Toll-like receptor
TM4SF4,Toll-like receptor
ADH6,Toll-like receptor
SEL1L,Toll-like receptor
MRPL15,Toll-like receptor
SERPINA1,Toll-like receptor
PAX8,Toll-like receptor
PTX3,Toll-like receptor
RBP5,Toll-like receptor
BRCA1,Toll-like receptor
AQP3,Innate immune pathways
IFNL1,JAK/STAT
IFNL3,JAK/STAT
IL5RA,JAK/STAT
SMAD4,Toll-like receptor
MED14,JAK/STAT
MED1,JAK/STAT
IGFBP1,JAK/STAT
ZFP91,JAK/STAT
AICDA,Innate immune pathways
SERPINA1,Innate immune pathways
DUOX2,Innate immune pathways
PTCH1,Innate immune pathways
SLC37A4,Innate immune pathways
MED14,Innate immune pathways
IFIT2,Innate immune pathways
EVL,Innate immune pathways
UQCRC2,Toll-like receptor
PTCH1,Toll-like receptor
PA2G4,JAK/STAT
APAF1,Innate immune pathways
CASP2,Innate immune pathways
EPAS1,Toll-like receptor
OAS1,Toll-like receptor
IFI27,Innate immune pathways
IFITM1,JAK/STAT
IFIT1,Innate immune pathways
IFITM3,Innate immune pathways
ISG15,Innate immune pathways
GBP1,Innate immune pathways
IFI27,Toll-like receptor
NEU1,JAK/STAT
CEACAM3,Toll-like receptor
RANGAP1,JAK/STAT
SLC2A11,T-cell receptor
CCL17,Innate immune pathways
FBXW5,JAK/STAT
IL17RB,JAK/STAT
PSEN1,JAK/STAT
PSEN1,Innate immune pathways
RCAN1,Innate immune pathways
ALK,Receptor tyrosine kinase
SIVA1,Innate immune pathways
ALS2,Innate immune pathways
ID1,Innate immune pathways
ING4,Innate immune pathways
MAF,Innate immune pathways
NR4A2,Innate immune pathways
RCAN1,Toll-like receptor
SIVA1,JAK/STAT
WDR34,Toll-like receptor
MBL2,Toll-like receptor
PCBP2,Toll-like receptor
CALCOCO2,TGF
CXCL11,Toll-like receptor
ARHGEF1,Toll-like receptor
TBKBP1,Innate immune pathways
CUEDC2,Toll-like receptor
PKN1,Innate immune pathways
NOS2,Innate immune pathways
MMP13,Toll-like receptor
NR3C1,Toll-like receptor
NCOA2,Toll-like receptor
PTN,Toll-like receptor
PTN,Receptor tyrosine kinase
STX8,Innate immune pathways
RAB27A,Innate immune pathways
CFTR,Innate immune pathways
CFTR,JAK/STAT
SLC26A3,JAK/STAT
UBE2D3,Toll-like receptor
CFTR,TGF
VDR,TGF
CFTR,Notch
CTCF,Notch
CUX2,Notch
MYO5B,Notch
RAB11A,Notch
SLC4A7,Notch
VTI1B,Notch
CDX2,Notch
ANXA5,Notch
IRF4,Notch
CFTR,Toll-like receptor
MMP13,Innate immune pathways
PTBP1,JAK/STAT
TFAP2A,Receptor tyrosine kinase
SERPINB5,Receptor tyrosine kinase
EGR3,Receptor tyrosine kinase
IFNA2,Toll-like receptor
SIRPA,Receptor tyrosine kinase
EGR3,JAK/STAT
FANCF,Toll-like receptor
SIRPB1,Toll-like receptor
IL9R,JAK/STAT
IFIT2,JAK/STAT
RACK1,JAK/STAT
CXCL9,Toll-like receptor
JKAMP,Toll-like receptor
ELAVL1,JAK/STAT
GUCY1A1,Innate immune pathways
WDR62,Innate immune pathways
STAB2,Receptor tyrosine kinase
TIA1,Receptor tyrosine kinase
VDR,Innate immune pathways
PRMT1,Innate immune pathways
KRT18,JAK/STAT
ILF3,Innate immune pathways
RHOB,JAK/STAT
DUT,JAK/STAT
EIF1B,JAK/STAT
MAP1A,JAK/STAT
FBN1,JAK/STAT
CD36,JAK/STAT
MX1,Innate immune pathways
RHOB,Innate immune pathways
PRKD1,Hedgehog
YWHAB,Hedgehog
IL16,JAK/STAT
IL11,JAK/STAT
FOSL1,Receptor tyrosine kinase
FOSL2,Receptor tyrosine kinase
IL11RA,JAK/STAT
VASP,JAK/STAT
STRAP,JAK/STAT
MAPK8IP3,Receptor tyrosine kinase
ARF6,Receptor tyrosine kinase
ARHGAP21,Receptor tyrosine kinase
SPAG9,Receptor tyrosine kinase
ZNF239,Toll-like receptor
HOXA9,JAK/STAT
TXN,JAK/STAT
ARHGAP21,JAK/STAT
ARF6,JAK/STAT
FOXG1,JAK/STAT
CTCF,T-cell receptor
CARD11,T-cell receptor
GPS1,JAK/STAT
NFE2,JAK/STAT
GAPDH,JAK/STAT
RFXANK,Receptor tyrosine kinase
COL1A2,Receptor tyrosine kinase
TAGLN,Receptor tyrosine kinase
ATF1,Receptor tyrosine kinase
GCLC,Receptor tyrosine kinase
PSMB5,Receptor tyrosine kinase
PSMC1,Receptor tyrosine kinase
PSMC2,Receptor tyrosine kinase
PSMD13,Innate immune pathways
RAP1B,Receptor tyrosine kinase
RALA,JAK/STAT
NQO2,JAK/STAT
RRAS,Receptor tyrosine kinase
RRAS2,Receptor tyrosine kinase
MBD2,Receptor tyrosine kinase
TRIM27,Receptor tyrosine kinase
MBD3,Receptor tyrosine kinase
CHD3,Receptor tyrosine kinase
MTA1,Receptor tyrosine kinase
RBBP4,Receptor tyrosine kinase
EPC1,Receptor tyrosine kinase
RBBP7,Receptor tyrosine kinase
C1S,Receptor tyrosine kinase
MASP2,Receptor tyrosine kinase
OLFM4,Receptor tyrosine kinase
C2,Receptor tyrosine kinase
GEMIN4,Receptor tyrosine kinase
C3,Receptor tyrosine kinase
MRPS22,Receptor tyrosine kinase
TNFRSF14,Receptor tyrosine kinase
LUC7L,Receptor tyrosine kinase
PNN,Innate immune pathways
GPS1,Innate immune pathways
MRPS34,Innate immune pathways
NFKBIL1,Innate immune pathways
KCNQ1,Innate immune pathways
LTB,Innate immune pathways
SARS2,Receptor tyrosine kinase
CCR2,Innate immune pathways
NEK1,Innate immune pathways
SARS2,Innate immune pathways
FCGRT,Innate immune pathways
BRD7,JAK/STAT
APP,JAK/STAT
YWHAG,JAK/STAT
TUBB,JAK/STAT
KRT77,JAK/STAT
TJP1,JAK/STAT
STAU1,JAK/STAT
RPLP0,JAK/STAT
RPS6,Receptor tyrosine kinase
RPL6,Receptor tyrosine kinase
IQGAP1,Receptor tyrosine kinase
RPL28,Receptor tyrosine kinase
PABPC1,JAK/STAT
ROCK2,Innate immune pathways
MYH1,JAK/STAT
NOXA1,JAK/STAT
NOXO1,Toll-like receptor
SFN,Receptor tyrosine kinase
YWHAB,JAK/STAT
NOX1,JAK/STAT
YWHAE,JAK/STAT
SIRT1,Toll-like receptor
CD9,Toll-like receptor
TCL1A,JAK/STAT
IDO1,JAK/STAT
HNRNPA1,Toll-like receptor
IL16,Receptor tyrosine kinase
HOXC6,Receptor tyrosine kinase
GABPA,Receptor tyrosine kinase
IGF2BP1,Receptor tyrosine kinase
KLC1,Receptor tyrosine kinase
PLK3,Receptor tyrosine kinase
GABPB1,Receptor tyrosine kinase
ADARB1,Receptor tyrosine kinase
IDO1,Receptor tyrosine kinase
ADAR,JAK/STAT
BCL2A1,JAK/STAT
BCL2A1,Toll-like receptor
IL16,Toll-like receptor
TOP3B,Toll-like receptor
ZBED4,Toll-like receptor
MRTFA,Toll-like receptor
ZNF143,Toll-like receptor
DGCR6,Toll-like receptor
SREBF1,Toll-like receptor
CREB1,Toll-like receptor
NFAT5,Notch
EPO,JAK/STAT
RB1,JAK/STAT
OPTN,JAK/STAT
TXN2,Toll-like receptor
HLA-DRA,Toll-like receptor
E2F4,Innate immune pathways
TFF3,Innate immune pathways
AIM2,JAK/STAT
HIF3A,JAK/STAT
AGER,Notch
ACTB,Toll-like receptor
ANXA2,Toll-like receptor
CBX3,Toll-like receptor
IGFBP7,Toll-like receptor
LDHA,Toll-like receptor
SRSF7,Toll-like receptor
VIM,Notch
APEX1,Notch
HNF1A,Notch
YWHAE,Notch
YWHAG,Notch
YWHAZ,Notch
HMGB1,Notch
CHIC2,Notch
ELAVL1,Receptor tyrosine kinase
GABARAPL2,Receptor tyrosine kinase
HMOX1,Receptor tyrosine kinase
HMOX1,Notch
RANBP1,Notch
NDRG2,Receptor tyrosine kinase
HNRNPD,Receptor tyrosine kinase
KHSRP,Receptor tyrosine kinase
ERBB2,Receptor tyrosine kinase
CYCS,Receptor tyrosine kinase
TYMS,Receptor tyrosine kinase
ILF3,Receptor tyrosine kinase
CD22,Receptor tyrosine kinase
CD19,Receptor tyrosine kinase
TIAL1,Receptor tyrosine kinase
CD33,JAK/STAT
CHEK2,JAK/STAT
ACTB,JAK/STAT
HNRNPA1,JAK/STAT
RUNX3,Innate immune pathways
CD33,Innate immune pathways
ELAVL1,Innate immune pathways
TOP1,Innate immune pathways
SRSF1,Innate immune pathways
DDIT3,Receptor tyrosine kinase
CD33,Receptor tyrosine kinase
MUC2,Receptor tyrosine kinase
CD22,JAK/STAT
SLC7A1,JAK/STAT
E2F4,JAK/STAT
E2F5,JAK/STAT
BECN1,JAK/STAT
ATG14,JAK/STAT
PIK3C3,JAK/STAT
HERC5,Toll-like receptor
BECN1,Toll-like receptor
GOPC,Toll-like receptor
SH2D1A,Toll-like receptor
ATP5F1B,Toll-like receptor
ATG14,Toll-like receptor
SIGLEC6,Toll-like receptor
CD5,Toll-like receptor
ITPR1,Toll-like receptor
BAD,Toll-like receptor
TIMP3,Toll-like receptor
CDK7,Toll-like receptor
HNRNPD,Innate immune pathways
KEAP1,Innate immune pathways
SIGLEC5,Innate immune pathways
HSPA4,Innate immune pathways
SIGLEC7,Innate immune pathways
GABARAP,Innate immune pathways
ATG7,Innate immune pathways
NBR1,Innate immune pathways
MASP1,Innate immune pathways
KHSRP,Innate immune pathways
YES1,Innate immune pathways
MASP2,Innate immune pathways
MAP1LC3B,Innate immune pathways
NOS2,Notch
NOS1,Notch
GABARAP,Toll-like receptor
MAP1LC3A,Toll-like receptor
GABARAPL2,Toll-like receptor
NQO1,Toll-like receptor
ZC3HAV1,JAK/STAT
IL25,JAK/STAT
ZC3HAV1,Innate immune pathways
MAP1LC3A,Innate immune pathways
MAP1LC3B,Notch
BCL6,Receptor tyrosine kinase
RAB30,Receptor tyrosine kinase
ELL2,Receptor tyrosine kinase
OR8H1,Receptor tyrosine kinase
PGM2L1,Receptor tyrosine kinase
IL17RC,Receptor tyrosine kinase
MTA2,Receptor tyrosine kinase
BCL6,JAK/STAT
IL17RC,Toll-like receptor
OPRK1,JAK/STAT
GABARAPL1,JAK/STAT
GABARAP,JAK/STAT
STAMBP,JAK/STAT
AKAP13,JAK/STAT
TNFRSF10B,JAK/STAT
NOS2,JAK/STAT
ATG3,JAK/STAT
ATG10,JAK/STAT
ATG3,Innate immune pathways
BCL6,Innate immune pathways
ATG4D,Innate immune pathways
GABARAPL1,Innate immune pathways
GABARAPL2,Innate immune pathways
ATG3,Toll-like receptor
NFATC4,Receptor tyrosine kinase
ATG13,Toll-like receptor
ATG101,JAK/STAT
HSF1,JAK/STAT
NOS3,JAK/STAT
ATP2B2,JAK/STAT
